text,sentiment
"'k, going to curl up and watch random mind-numbing DVD in hopes that rest will cure runny nose. Night folks",enjoyment
Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds. Then lower body weights. Now ready for work!,neutral
Happy Star Wars day ! May the 4th be with you,enjoyment
Ready for Mother's Day?,neutral
Time for school i'm feelin good.. 5 AM jogs do good. ~aloha,enjoyment
Well....hopefully someday soon you can get one!,enjoyment
back to school! feels like its gonna be a great day,enjoyment
I wish Joe Bidden was on the train with me.,neutral
see ya there,neutral
i already got my tickets to your concert here in the philippines! im so excited!,enjoyment
The least I can do for you is re-tweet it when it's ready. So @ me Mine is - I talk about viral tweets,neutral
We &lt;3 Richard,enjoyment
We've never heard anyone say they like doing ANYTHING on Monday mornings! You must have had an early cup of coffee or two,neutral
"no, but it's tacky to Tweet about it",neutral
I went to the World Education fair today. It was a whole different kind of circus.,enjoyment
Today is my Mother's birthday- Happy Birthday &amp; I love you! She is an angel whom has helped me so much during this time of my life,enjoyment
me too dawg thanks so much!,enjoyment
"you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",enjoyment
YO I'm just on the computer,enjoyment
Going to school =[ I'm actually not so tired today tho,neutral
Thanks for the FollowFriday suggestion!,enjoyment
Watching 1st Potter film with kids and eating their sweets Grotty bank hol weather in Hoylake. Typical !,enjoyment
"_Morris Congratulations! what a milestone for you and your girls! I'm almost at five months, just for one though You rock!",enjoyment
@__emilyy you guys are the bomb haha,enjoyment
This was funny! I have 7.,enjoyment
oh! La Roux is a band right?? An English electropop synth duo band .. cool!,enjoyment
You know who helps me almost everyday?,enjoyment
"- I love it! If it's pouring rain, I still want to go.",neutral
Do we need a poll to see whom is least comprehensible? Haha!!,neutral
watching my tiny nephew perfect baby,enjoyment
What are we doin!!?? Tell me! tell me!,enjoyment
thanks! we want to continue to improve our process for the benefit of customers - things like this just take time,neutral
_Perez That's great! I hope I'll study with my bff too and we'll live together. well..we will see,enjoyment
_X sorry about that.,neutral
Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,enjoyment
Today is a very good day,enjoyment
Yes please and check out your position on the locations map when added -,neutral
i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,neutral
Don't follow your dreams; chase them.- Richard Dumb (who I think is very smart,enjoyment
classes. n bout to make sum breakfast..,enjoyment
working on the callsheet,fear
My mind is calm &amp; my heart is happy.. Life is good. ? Would it be ok if I took your breath away? ?,fear
"don't you just love the &quot;butteflies in your stomach&quot; feeling? ano man yun, kaya mo yan.",enjoyment
"_chiel Nah, it was only a CX-520-D",neutral
thank you,enjoyment
"Also, I designed the banner for - pretty stinkin' cute no?",enjoyment
haha i hear that i'll be done at 7pm though Dx so you'll be out far before i am not to mention i gotta pack my stuff up x.x,fear
have fun on your day off!,neutral
Morning,neutral
"concur with , but people can't wait. Don't stop making VAS. When clouds become a commodity, do &quot;cross-cloud&quot;",enjoyment
hey helmuts! im ratty if u remember me from scootertechno.. ;),fear
"Good night. Sorry I missed you during our morning window. See you at 5, I suspect.",enjoyment
"- Yea, I really need to learn to reload my own",neutral
twee tweet...lol,neutral
hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,neutral
thanks for the link love yesterday by the way,enjoyment
"I haven't heard anything negative yet. As a former manager used to tell me: If they're quiet, be happy",enjoyment
I love my Cargo Sling purse in Daisy Daisy! I wish I would have gotten another one in a different color!,enjoyment
"if you register now, you'll be able to buy in pre-presale next year. Saturday's gonna be mayhem on internet, wake up early girl",enjoyment
Could be useful 13 Tutorials &amp; Resources for a Perfect Twitter Background #design,neutral
Better then her getting mad and using the floor,neutral
"Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out",neutral
_KittyKat hello new follower haha!! how are ya?,neutral
great what did you end up having?,neutral
LÃ¯Â¿Â½ mÃ¯Â¿Â½y theo lÃ¯Â¿Â½n giÃ¯Â¿Â½ tÃ¯Â¿Â½i bay kh?p tr?i,neutral
did you run into someone I know this weekend?,neutral
Good Morning,enjoyment
Love that book! My VW I'm about to turn in is named Scout.,enjoyment
"Awesome Such a shame though Mark who was the Fiddle player died last month, Fab Version of Good Riddance (i have the album)",sadness
"Oh, that's bad. I made that mistake once before but still managed to pass though. So maybe it isn't as bad as he thinks?",fear
"#avatarcamp photos, perhaps? lol (just itching to see them!)",neutral
awake slept in a little cuz no construction. now studying bio alllll day but i dont mind.,enjoyment
hey u know the sub on digg I said I needed help on soon? well it's up now n wud love it if u could digg it pls Kaushik,fear
"Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",enjoyment
hehehe pui foto? Ai ascultat top-ul ? a stat Bogdan la &quot;butoane&quot; este in training,fear
Off to work at the church,neutral
Peace to you too How's the day treating you?,neutral
"is aching from rugby, good game",enjoyment
Good Morning Rock Star Nurse,neutral
I gave you a big mention on The GodTalk Radio show last night....last segment of the first hour. Podcast format avail soon,neutral
i just successfully defeated the swine flue with the power of positive thinking! #Swineflu #H1N1 #Swine Flu,enjoyment
~ I'm sure that would make Mr. Koons very happy,enjoyment
17 again was funny,enjoyment
good morning...did you break 5 digits yet?,neutral
"Amazing! The concert, the city, everything. It was really an awesome trip",enjoyment
"good luck! It's not too bad, and if it is, it's curved grading so u might end up surprised",enjoyment
Go get some fresh air :] to refresh mind,neutral
"You were absolutely amazing in the Wolverine you're sooo beautiful !! you're also such an amazing person, i look up to u",enjoyment
- love your new avatar!,enjoyment
"Yum, just had a mickeyDs eggmcmuffin. McYum",neutral
hey girl i just sent ya a message on Myspace,enjoyment
ok gotta get my sub before everyone wakes up,neutral
May the fourth be with you,neutral
Congrats &quot;Mine That Bird&quot; for being an underdog and kicking the crap out of all the other runners yesterday. I love seeing that happen.,enjoyment
I sure hope so!,enjoyment
today will be productive: gym now....lots and lots of writing later,enjoyment
Sent Twitterville 1.2 off to Apple for review More screenshots etc will be released later this week.,enjoyment
because i stopped today :S wish me luck..... (had to overload first),fear
I do now LOL.,enjoyment
It was fun At a friends house cuz you know I don't have a yard big enough for a firepit. SNIFFLE!,enjoyment
"is watching two + a half men, work experience again tomorrow",fear
lasttt mondayyy of classs,neutral
Oh sure . Thx,enjoyment
Is pretty damn chipper today even if the weather is rubbish! Excited for things to come! xxx,sadness
Sorry for callen the cops the devil haha I got a break I love the boyz. Listen it pays to b pretty wit dimples!,enjoyment
"awww I know you never will, I'm so thankful I can count on you, love ya boo",enjoyment
I'm surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better thank u Jesus,sadness
morning michelle how's the oatmeal ?,neutral
"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",fear
I hate it when that happens!! Exciting though.,enjoyment
_Stokoe I bet! I can imagine how much work it is making a movie. I can't wait to see it,enjoyment
Heather is awake now,enjoyment
PS tell me about your weekend,neutral
i changedd my background its from picnik.,fear
has just bought attics to eden by madina lake it's totally AMAZING,fear
- This morning view from my back deck,neutral
Spoke out in class again now the dreaded ch13 bio test,sadness
haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,enjoyment
"The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him I think I will be Gambit",fear
"its funny, I didn't even know it was there!",enjoyment
no turkey leg? i can't believe it!,fear
A new baby? How exciting Congrats in advance,enjoyment
"yess, they came to amsterdam on the 18th of april best night everr! have you?",enjoyment
Six Flags this weekend? Sounds right!,enjoyment
MCFLY?!! Aren't they the best band ever? I wish I were there to watch the concert. Singapore isn't a place they'd tour.,enjoyment
Received our first bit of spam from Twitter - not sure how to feel that the &quot;sanctity&quot; of our conversation has been tainted.,enjoyment
getting ready for the dayyyyyyyyyyyy. i hope work goes good!,enjoyment
"Have fun, hon! Ooh, look what a poet I am.",enjoyment
Woke up late &amp; trying to get sh*t done before work,sadness
"Next thing to do tomorrow morning: Temperature Check! It's gonna be a routine till Swine Flu dies. Good Night, everyone!",fear
have your own style. it just might work.,neutral
check this out:,neutral
Firefly...That's Nathan Fillion as in,neutral
"as nerdy as I am, I just found out it was Star Wars day today! I love you D",fear
South Philly - Passyunk Square Area! Closer to two street.,neutral
so I slept in a little...well a lot. whooops,enjoyment
i just do it rarely..usually i post it in two tweets with contd written. mostly people dont go to the linked site,neutral
Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,enjoyment
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,enjoyment
i was helping my dad re decorate my bedroom. time 4 a shower!,neutral
Being slammed with spam followers today. Is it just me? Or is that all I can attract. Get a life people.,fear
